AAPL,AMZN,GOOGL,JPM,KO,META,MSFT,NVDA
145.06517028808594,167.48150634765625,142.82354736328125,144.5244903564453,48.3084716796875,369.7285461425781,288.815185546875,22.584264755249023
149.47764587402344,171.07850646972656,143.40524291992188,142.21104431152344,48.76854705810547,377.6960144042969,292.5443420410156,22.63614845275879
148.21832275390625,173.5395050048828,143.51136779785156,141.77674865722656,48.88141632080078,376.42596435546875,290.8965148925781,22.33777618408203
148.8821258544922,173.9499969482422,144.02513122558594,141.57284545898438,49.211273193359375,379.0751953125,290.848388671875,22.393659591674805
149.99501037597656,173.156005859375,142.11245727539062,142.22882080078125,49.280723571777344,372.3579406738281,290.1931457519531,22.3487548828125
150.6295623779297,173.90249633789062,142.5612335205078,141.36903381347656,49.246002197265625,373.3302307128906,290.1834716796875,22.794815063476562
152.9627227783203,175.46449279785156,143.09780883789062,141.1208038330078,48.32583236694336,379.2041931152344,289.25836181640625,22.614194869995117
151.4202880859375,176.27499389648438,142.5131378173828,140.49147033691406,48.97689437866211,374.6300964355469,289.2872619628906,22.291872024536133
150.40504455566406,174.20799255371094,142.36434936523438,141.1031036376953,48.490760803222656,375.0567932128906,286.43499755859375,22.13021469116211
145.42636108398438,173.45750427246094,139.72122192382812,139.48098754882812,48.27375411987305,375.7413635253906,284.9510498046875,22.430580139160156
145.99258422851562,172.85850524902344,141.16578674316406,141.6969757080078,48.67306137084961,373.5783386230469,286.1844787597656,22.105268478393555
144.59657287597656,172.5,141.37603759765625,139.2239532470703,48.70804977416992,373.59820556640625,288.88262939453125,22.195079803466797
145.48489379882812,173.7895050048828,143.2455596923828,140.1901092529297,48.874229431152344,371.0085754394531,293.7296142578125,22.29387092590332
145.2506103515625,174.41200256347656,142.43280029296875,140.1280517578125,48.41067886352539,370.1552429199219,294.11505126953125,22.195079803466797
142.58554077148438,173.12600708007812,139.64584350585938,139.76466369628906,47.614768981933594,361.880126953125,288.959716796875,21.85379409790039
139.53976440429688,167.7864990234375,137.5823974609375,135.5809326171875,47.282405853271484,352.93035888671875,283.59234619140625,21.068462371826172
140.01815795898438,167.18150329589844,137.893310546875,135.59860229492188,47.273658752441406,354.69659423828125,284.0741271972656,21.2011775970459
142.38058471679688,169.00250244140625,139.13356018066406,138.19577026367188,47.343624114990234,340.53759765625,287.7165832519531,21.894710540771484
143.33724975585938,170.8000030517578,140.05841064453125,142.86700439453125,47.26490783691406,343.2662048339844,288.66094970703125,22.4345760345459
143.42510986328125,171.2760009765625,141.04922485351562,144.51565551757812,47.13372039794922,350.2117004394531,288.45867919921875,22.0344181060791
141.91195678710938,170.2899932861328,139.9156036376953,148.00799560546875,46.888824462890625,350.8268737792969,283.4670715332031,21.61430549621582
138.53428649902344,165.79800415039062,134.71658325195312,147.2102508544922,46.04043960571289,337.9975891113281,273.20452880859375,20.65533447265625
139.43238830566406,165.05599975585938,133.25218200683594,147.09503173828125,46.3203125,336.96563720703125,273.66705322265625,20.473716735839844
138.13400268554688,164.2519989013672,132.58023071289062,145.09178161621094,45.89175033569336,336.7474365234375,271.6628112792969,20.67229652404785
139.2566680908203,164.16299438476562,135.42372131347656,148.14096069335938,46.37278366088867,340.3392333984375,278.5815124511719,20.698244094848633
135.83018493652344,159.48899841308594,132.56387329101562,147.98141479492188,46.346553802490234,323.68988037109375,272.8094177246094,19.690370559692383
137.7533416748047,161.0500030517578,134.90797424316406,150.39797973632812,46.42527770996094,330.367431640625,278.2538757324219,20.407854080200195
138.62217712402344,163.10049438476562,136.43734741210938,150.71896362304688,46.976287841796875,331.04217529296875,282.44573974609375,20.656330108642578
139.88145446777344,165.1215057373047,138.08377075195312,151.673095703125,47.124977111816406,326.6565246582031,284.1223449707031,21.030540466308594
139.500732421875,164.43099975585938,138.63966369628906,151.78903198242188,47.33488464355469,327.4800720214844,284.1223449707031,20.78705406188965
139.41285705566406,162.31500244140625,137.77528381347656,148.59671020507812,47.43109130859375,322.9159240722656,283.5249328613281,20.651342391967773
138.14382934570312,162.3665008544922,135.33047485351562,147.45529174804688,47.43109130859375,321.24896240234375,282.2239990234375,20.62739372253418
137.55812072753906,164.21400451660156,136.45420837402344,143.56735229492188,47.439842224121094,322.0130310058594,285.5291748046875,20.894824981689453
140.34027099609375,164.9929962158203,139.99395751953125,145.7699432373047,47.763458251953125,325.97198486328125,291.7348937988281,21.700124740600586
