AAPL,JPM,KO,MSFT,NVDA
-0.030244329373685708,0.00015336532760823474,0.008855772485141689,-0.010288843830415284,-0.01159380523896325
0.025298262774380076,0.017567422514503717,0.00013935647934348872,0.0233461047881125,0.03206635423474524
0.0010489616970208449,-0.006785122313504144,-0.008776813087971735,-0.007228206676366811,-0.005092117794083917
-0.002345136061230768,0.003339934408019163,0.00477874604423878,0.002886132657405671,0.03249016424752793
0.0045011768949494435,-0.0013995691732326954,0.008532500977064705,0.0036625974856825394,-0.029168709381678815
0.0042320537763562704,0.0024999640572718196,-0.0013870776281114106,0.0034973444039121393,0.016650601990513936
0.007783765588379676,0.006083271344700325,-0.011666480215820618,0.0021646595001703073,0.027951559872750442
-0.0022136789123287093,-0.007698845360140538,0.0029511311437449006,0.0019439125536373503,0.00495687095373043
-0.010797848768936635,-0.008591518880594506,-0.006445335208579928,0.008213506571433937,-0.013599244967940627
0.01639831188885066,0.01443046104979806,0.0062050538523434895,0.005773203535631932,0.012357963821856499
-0.012112648419101646,0.003800696144511395,0.005886435012597779,0.005038503650813819,0.0064212515479658006
0.006056171467545779,0.006973109800994637,0.008081363182018242,-0.0038709607045448458,0.009324789052088667
-0.019193789486923962,-0.0016754349499784604,-0.003870049833429201,0.0036098981722312296,-0.007780571947151982
0.002112861450667136,0.00033564934864527274,0.002358871819853059,0.013224144102040203,0.015192942029507384
-0.01380523416418622,-0.012265009759328649,-0.009898400230995974,-0.008165061896095782,-0.02089664809731795
0.010028016936178608,0.020418827142155704,-0.007040210598248886,0.008800795626047186,0.019159054367494432
-0.014010673651904004,-0.0031070810055062736,-0.012762272063793656,-0.0022958041499749893,-0.003939529332248171
0.004804789802485221,0.016473917278809314,-0.005889124305567095,0.0046021097802841915,0.009436565638210936
0.022484525012509637,0.0037961063450324684,-0.005346105900336684,-0.0059136689847386625,-0.011204192941437152
0.0024875227541492073,0.011890883128322649,0.013073727917078948,0.018014164898636942,0.002224535733727162
-0.005955301634066323,0.010745047180358736,0.0067395420071219014,0.008456812774619626,0.025872058712224533
0.0062904828225489595,0.00995519278341428,-0.008261112760464262,0.004407168233767633,0.043340313576431866
-0.0027782426676480343,0.01651058188657184,-0.002297679337152414,0.010522749157461098,0.004601045575293838
0.0003979975434207361,-0.005679725744074826,0.0123794219615041,-0.003035486574416879,0.017610676115523027
0.020340157852722696,0.009752460382966177,0.005971764159262483,0.0029640831673793944,0.0015214888165202556
0.012916033277062144,0.001724625649672351,0.013003501146023,-0.010775874969415344,-0.02968544324345679
0.022230859910811418,0.005474998165430511,-0.01060408455641515,-0.0019509840445374182,0.025766351418616162
0.005225040243511225,0.01858226783192607,0.0062049994629918,0.015781265655180343,0.013290989179453039
-0.016857926854769723,-0.013614773020868998,-0.004765248916710818,-0.0022452582003857913,-0.006903417381724064
0.0002857369470350424,-0.03147581259793908,-0.010843595028280806,-0.002210101279708887,0.011122230051344939
0.005380692982602575,0.0013437853622324525,-0.010819860067064369,0.013873813859313744,0.01800006619600092
0.006015124005702255,0.017763630089264293,0.004173786217148701,-0.004031706213070474,0.007490211033165828
-0.005884967980950728,-0.004615012391645634,0.0014333354337858761,0.0036691458164881396,0.0049968979800461
-0.012028745424552567,0.0064144049473455755,-0.005724912562710016,-0.0005960652012634293,-0.005153982348054642
0.002348786669501113,-0.007447269554351044,-0.0015833765991278836,0.005566410200881,0.040409535932759866
0.005021215625020892,-0.002547402915380359,-0.0012977283516388827,-0.0003954734582511943,0.00392503050477
-0.0006661019354642361,0.014274634018463184,0.01905583071666772,0.01202491551810847,0.009511589505708296
0.005523257149813832,0.004725671395221731,-0.010483074369633472,-0.003224549647297126,-0.003410420962038696
0.006155802989930459,-0.0010299381516239992,0.003149637406126393,1.9558530859553613e-05,-0.005974055127366262
0.00903615217897702,0.0015809234457213606,-0.005851192415743944,-0.009391040502518044,-0.02538216980801078
-0.001165954944465697,0.018289239799420542,-0.007177658059377978,0.0011875296267318536,0.022450948681822958
-0.0018212218160039706,-0.0007076920797643993,-0.0008676541182180975,0.009903698351960477,0.017332301017892293
0.0005615031169694529,0.006980240123768411,0.00101302938541048,0.005539590346693046,-0.0013813721014661606
0.000794759685829316,-0.0011385468778351004,-0.015613714617746965,-0.0023555168101395685,0.01873193435220344
-0.012987680343794161,-0.004157147633496283,0.018945537418546987,0.0001366145746488634,-0.007015633382126407
-0.010507880529716407,0.008719453976142821,-0.009080356985360583,0.001307092944925925,0.02142342063618985
-0.00707949919695372,-0.011314022029947801,-0.012509181253303692,0.03947474498101644,-0.007809521101566741
-0.025003699383485234,-0.023190712427264448,0.014287869623146543,-0.01760072429505677,-0.02333162962246693
